ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001039684-24-000107	By: Pat Cipolla, Attorney-in-Fact For: Sheridan C. Swords	16-JUL-2024
0001039684-24-000106	By: Pat Cipolla, Attorney-in-Fact For: Walter Searle Hulse	16-JUL-2024
0001039684-24-000105	By: Pat Cipolla, Attorney-in-Fact For: Scott D. Schingen	16-JUL-2024
0001039684-24-000104	By: Pat Cipolla, Attorney-in-Fact For: Kevin L. Burdick	16-JUL-2024
0000950142-24-001933	/s/ Avery S. Fischer, Attorney-in-Fact for Hubert Joly	16-JUL-2024
0001039684-24-000103	/s/ Pat W. Cipolla, Attorney-in-Fact for Charles M. Kelley	16-JUL-2024
0001039684-24-000102	By: Pat Cipolla, Attorney-in-Fact For: James R. Hoskin	16-JUL-2024
0001039684-24-000101	/s/ Patrick W. Cipolla, Attorney-in-Fact for Pierce H Norton II	16-JUL-2024
0001062993-24-013838	Jason E. Wynn, Attorney-in-fact	16-JUL-2024
0000950142-24-001932	/s/ Avery S. Fischer, Attorney-in-Fact for Valerie Jarrett	16-JUL-2024
0000950142-24-001931	/s/ Avery Fischer, Attorney-in-Fact for Michael A. George	16-JUL-2024
0001447362-24-000110	/s/ Frank Stokes, Attorney-in-fact	16-JUL-2024
0001840776-24-000156	/s/ Diana M. Chafey, Power of Attorney	16-JUL-2024
0001447362-24-000108	/s/ Frank Stokes, Attorney-in-fact	16-JUL-2024
0001994593-24-000022	/s/ Enrique Colbert, Attorney-In-Fact for Jon Blotner	16-JUL-2024
0001773383-24-000150	/s/ Marc Gold, by power of attorney	16-JUL-2024
0000950142-24-001930	/s/ Avery S. Fischer, Attorney-in-fact for Linda Findley	16-JUL-2024
0000950170-24-083964	/s/ Nathan McConarty, attorney-in-fact	16-JUL-2024
0000950142-24-001929	/s/ Avery S. Fischer, Attorney-in-Fact for Debra S. Cupp	16-JUL-2024
0001677703-24-000100	/s/Michael Krawitz, attorney-in-fact	16-JUL-2024
0001127602-24-020521	/s/ Noel Donnelly, as Attorney-in-Fact	16-JUL-2024
0000950142-24-001928	/s/ Avery S. Fischer, Attorney-in-Fact for Frank A. Bennack, Jr.	16-JUL-2024
0000950170-24-083962	/s/ Nathan McConarty, attorney-in-fact	16-JUL-2024
0000082811-24-000151	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000950170-24-083960	/s/ Gabrielle Feuer as attorney-in-fact	16-JUL-2024
0000082811-24-000150	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0001415889-24-019595	/s/ Timothy Huffmyer, by power of attorney	16-JUL-2024
0001510281-24-000374	Saba Capital Management, L.P. By: Zachary Gindes	16-JUL-2024
0001510281-24-000374	Boaz Weinstein	16-JUL-2024
0000082811-24-000149	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0001127602-24-020519	/s/ Shannon Trevino, attorney-in-fact for Thomas Tu	16-JUL-2024
0000082811-24-000148	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000082811-24-000147	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0001493152-24-028024	/s/ Christopher Rose	16-JUL-2024
0000082811-24-000146	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000950170-24-083958	/s/ Gabrielle Feuer as attorney-in-fact	16-JUL-2024
0001689375-24-000041	/s/ Jared Cohen, as Attorney-in-Fact	16-JUL-2024
0000082811-24-000145	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000950170-24-083957	/s/ Dan Ragsdale, by power of attorney	16-JUL-2024
0001104659-24-080232	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0000950142-24-001927	/s/ Avery S. Fischer, Attorney-in-Fact for John Alchin	16-JUL-2024
0000082811-24-000144	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000082811-24-000143	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000082811-24-000142	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000082811-24-000141	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000082811-24-000140	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000950170-24-083956	/s/ Gabrielle Feuer as attorney-in-fact	16-JUL-2024
0000082811-24-000139	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0001104659-24-080230	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0000082811-24-000138	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0001689375-24-000040	/s/ Jared Cohen, as Attorney-in-Fact	16-JUL-2024
0000058492-24-000483	/s/ S. Scott Luton, attorney-in-fact	16-JUL-2024
0000082811-24-000137	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000082811-24-000136	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0000950142-24-001926	/s/ Avery S. Fischer, Attorney-in-Fact for Angela Ahrendts	16-JUL-2024
0000082811-24-000135	/s/ Hugo Dubovoy Jr.	16-JUL-2024
0000950170-24-083955	/s/ Kathy Card Beckles, Attorney-in-fact	16-JUL-2024
0000058492-24-000482	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0000082811-24-000134	/s/ Hugo Dubovoy Jr., as Power of Attorney	16-JUL-2024
0001104659-24-080228	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0000058492-24-000481	/s/ S. Scott Luton, attorney-in-fact	16-JUL-2024
0001327811-24-000152	/s/ Juliana Capata, attorney-in-fact	16-JUL-2024
0001127602-24-020517	/s/ Shannon Trevino, attorney-in-fact for Mitch C. Hill	16-JUL-2024
0000950170-24-083951	/s/ Vanina de Verneuil,  Attorney-In-Fact	16-JUL-2024
0000058492-24-000480	/s/ S. Scott Luton, attorney-in-fact	16-JUL-2024
0000058492-24-000479	/s/ S. Scott Luton, attorney-in-fact	16-JUL-2024
0001437749-24-022829	/s/ Timothy J. Sangiovanni, Attorney-in-Fact for Thomas Anderson	16-JUL-2024
0001624794-24-000052	/s/Luke E. Alverson, Attorney in Fact	16-JUL-2024
0000058492-24-000478	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0001104659-24-080227	/s/ Bhaskar Panigrahi, individually and as Managing Member of Avanti Holdings, LLC	16-JUL-2024
0000950170-24-083949	Les B. Korsh, by Power of Attorney	16-JUL-2024
0001593968-24-000993	/s/Chris Siu, Attorney-in-Fact	16-JUL-2024
0000058492-24-000477	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0001628280-24-031971	/s/ Vera de Gyarfas, Attorney-in-fact	16-JUL-2024
0001510281-24-000373	Boaz Weinstein	16-JUL-2024
0001510281-24-000373	Saba Capital Management, L.P. By: Zachary Gindes	16-JUL-2024
0000058492-24-000476	/s/ S. Scott Luton, attorney-in-fact	16-JUL-2024
0001562180-24-005759	/s/ Paul Alpern, as Attorney-in-Fact for Antonio J. Viana	16-JUL-2024
0001628280-24-031970	/s/ Vera de Gyarfas	16-JUL-2024
0001104659-24-080225	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0001104659-24-080224	Liberty Broadband Corporation By: /s/ Brittany A. Uthoff Name: Brittany A. Uthoff Title: Vice President	16-JUL-2024
0001628280-24-031969	/s/ Vera de Gyarfas, Attorney-in-fact	16-JUL-2024
0001104659-24-080223	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0001576280-24-000178	/s/ John G. Saia, as attorney-in-fact for Tariq Musa	16-JUL-2024
0001628280-24-031968	/s/ Vera de Gyarfas, Attorney-in-fact	16-JUL-2024
0000075288-24-000053	/s/ Suraj A. Palakshappa, Attorney-in-Fact	16-JUL-2024
0001104659-24-080222	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0000913760-24-000122	Xuong Nguyen	16-JUL-2024
0001576280-24-000176	/s/ John G. Saia, as attorney-in-fact for Myrtle S. Potter	16-JUL-2024
0001628280-24-031967	/s/ Christopher J. Joyce, as Attorney-in-Fact, for Jeffrey H. Margolis	16-JUL-2024
0001104659-24-080221	/s/ Bhaskar Panigrahi	16-JUL-2024
0001104659-24-080220	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0001654954-24-009005	/s/ Robert K. deVeer, Jr. by Stephen A. Slusher, Attorney-in-Fact	16-JUL-2024
0001654954-24-009004	/s/John KA Prendergast, by Stephen A. Slusher, Attorney-In-Fact	16-JUL-2024
0001562180-24-005758	Karen J. Yodis, by Power of Attorney	16-JUL-2024
0001654954-24-009003	/s/ Carl Spana	16-JUL-2024
0001654954-24-009002	/s/ Joseph Stanley Hull, by Stephen A. Slusher, Attorney-in-Fact	16-JUL-2024
0001562180-24-005757	Karen J. Yodis, by Power of Attorney	16-JUL-2024
0001654954-24-009001	/s/ Alan W. Dunton, by Stephen A. Slusher, Attorney-in-Fact	16-JUL-2024
0001104659-24-080219	/s/ Valauri Christina	16-JUL-2024
0001104659-24-080218	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0001654954-24-009000	/s/ Stephen T. Wills by Stephen A. Slusher, Attorney-in-Fact	16-JUL-2024
0001562180-24-005756	Karen J. Yodis, by Power of Attorney	16-JUL-2024
0001562180-24-005755	Karen J. Yodis, by Power of Attorney	16-JUL-2024
0001654954-24-008999	/s/ Anthony M. Manning, by Stephen A. Slusher, Attorney-In-Fact	16-JUL-2024
0001104659-24-080217	/s/ Cossman Jeffrey	16-JUL-2024
0001654954-24-008998	/s/ Arlene Morris, by Stephen A. Slusher, Attorney-in-Fact	16-JUL-2024
0001562180-24-005754	Karen J. Yodis by Power of Attorney	16-JUL-2024
0001562180-24-005753	Karen J. Yodis, by Power of Attorney	16-JUL-2024
0001104659-24-080216	/s/ Cohen S. David	16-JUL-2024
0001104659-24-080215	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0001104659-24-080214	/s/ Christopher Paul German as Attorney-in-Fact for Joseph Shulman	16-JUL-2024
0001104659-24-080213	/s/ Andrews Ron A	16-JUL-2024
0001628280-24-031965	/s/ Christopher J. Joyce	16-JUL-2024
0001104659-24-080212	/s/ Bhaskar Panigrahi, Attorney-in-Fact	16-JUL-2024
0001415889-24-019593	/s/ Vijay Iyer, Attorney-in-Fact	16-JUL-2024
0000950170-24-083942	/s/ Gerald R. Shrader	16-JUL-2024
0000950170-24-083941	/s/ Julie H. Boushka	16-JUL-2024
0000950170-24-083940	By: Jennifer Lombardi, pursuant to a power of attorney from Thierry Vanlancker	16-JUL-2024
0001628280-24-031964	/s/ Christopher J. Joyce, as Attorney-in-Fact, for Dawn C. Maroney	16-JUL-2024
0001062993-24-013835	/s/ Steven F. Siegel	16-JUL-2024
0001306830-24-000146	/s/ Blake Feikema, Attorney-in-Fact for Mark Christopher Murray	16-JUL-2024
0001225208-24-007461	By: David R. Goldman, by power of attorney	16-JUL-2024
0001650164-24-000248	/s/ Monica Kleinman as Attorney-in-Fact for Jonathan Vassil	16-JUL-2024
0001127602-24-020515	/s/ Debra Rouse, attorney-in-fact for John Taylor Maloney Fitzgerald	16-JUL-2024
0001747068-24-000040	/s/ Lucas Stewart, attorney in fact	16-JUL-2024
0001415889-24-019592	/s/ Jason Minio, Attorney-in-Fact	16-JUL-2024
0001127602-24-020514	/s/ Debra Rouse, attorney-in-fact for Kent A. Hansen	16-JUL-2024
0001562180-24-005752	/s/ Ron Honig, Attorney-in-Fact	16-JUL-2024
0001578563-24-000331	/s/ Donald R. Reynolds, by Power of Attorney	16-JUL-2024
0001628280-24-031960	/s/ Anthony Coniglio, attorney in fact	16-JUL-2024
0001823239-24-000089	/s/ Kurt Oreshack, by power of attorney for Peter Leddy	16-JUL-2024
0000059478-24-000174	/s/ Jonathan Groff for Gabrielle Sulzberger, pursuant to authorization on file	16-JUL-2024
0000016058-24-000108	Gregory G. Johnson	16-JUL-2024
0000016058-24-000107	William S. Wallace	16-JUL-2024
0001070750-24-000161	By: /s/ William K. Kelso, Attorney-in-Fact For: A. William Stein	16-JUL-2024
0000016058-24-000106	Ryan D. McCarthy	16-JUL-2024
0001070750-24-000160	By: /s/ William K. Kelso, Attorney-in-Fact For: Gordon H. Smith	16-JUL-2024
0000016058-24-000105	Susan M. Gordon	16-JUL-2024
0000059478-24-000172	/s/ Jonathan Groff for Juan R. Luciano, pursuant to authorization on file	16-JUL-2024
0001070750-24-000159	By: /s/ William K. Kelso, Attorney-in-Fact For: Mary Hogan Preusse	16-JUL-2024
0001023731-24-000064	/s/ Cheriese Dickman Attorney-in-Fact for Kevin Kraus	16-JUL-2024
0000016058-24-000104	William L. Jews	16-JUL-2024
0000016058-24-000103	Philip O. Nolan	16-JUL-2024
0001070750-24-000158	By: /s/ William K. Kelso, Attorney-in-Fact For: Diana M. Laing	16-JUL-2024
0001415889-24-019590	/s/ Jason Minio, Attorney-in-Fact	16-JUL-2024
0001957908-24-000002	/s/ Jeffrey Engelsman	16-JUL-2024
0000016058-24-000102	Stanton D. Sloane	16-JUL-2024
0001070750-24-000157	By: /s/ William K. Kelso, Attorney-in-Fact For: Mary L. Baglivo	16-JUL-2024
0000016058-24-000101	Debora A. Plunkett	16-JUL-2024
0001437749-24-022817	/s/ Nathaniel R.J. Ulrich	16-JUL-2024
0000059478-24-000170	/s/ Jonathan Groff for Kimberly H. Johnson, pursuant to authorization on file	16-JUL-2024
0000016058-24-000100	Lisa Disbrow	16-JUL-2024
0001913920-24-000021	/s/ Allison Koehler	16-JUL-2024
0001415889-24-019588	/s/ Jason Minio, Attorney-in-Fact	16-JUL-2024
0001136893-24-000107	/s/ Gerald W. Clanton, attorney-in-fact for Jeffrey A. Goldstein	16-JUL-2024
0000059478-24-000168	/s/ Jonathan Groff for Mary Lynne Hedley, pursuant to the authorization on file	16-JUL-2024
0001225208-24-007459	/s/ Holly Youngwood under POA	16-JUL-2024
0000950170-24-083933	/s/ Jonathan Ornstein	16-JUL-2024
0001578563-24-000330	/s/ Donald R. Reynolds, by Power of Attorney	16-JUL-2024
0000798354-24-000150	/s/ Eric C. Nelson (attorney-in-fact)	16-JUL-2024
0000059478-24-000166	/s/ Jonathan Groff for Ralph Alvarez, pursuant to authorization on file	16-JUL-2024
0000950170-24-083932	/s/ Michael Lotz	16-JUL-2024
0000950170-24-083930	/s/Filomena Eickstaedt as Attorney-in-fact	16-JUL-2024
0000950170-24-083929	/s/ Brian Gillman	16-JUL-2024
0001576940-24-000053	/s/ Dale Francescon	16-JUL-2024
0001059213-24-000019	Russell Kamerman, on behalf of Winmill & Co. Incorporated	16-JUL-2024
0000350698-24-000087	/s/ C. Coleman Edmunds, Attorney-in-Fact	16-JUL-2024
0001415889-24-019585	/s/ Rick Danis, Attorney-in-Fact	16-JUL-2024
0001415889-24-019584	/s/ Jason Minio, Attorney-in-Fact	16-JUL-2024
0000950170-24-083925	/s/ Ryan Loneman, attorney in fact	16-JUL-2024
0000950170-24-083923	/s/ Stephen Karp	16-JUL-2024
0001127602-24-020513	/s/ Lynn M. Floeter, by POA from Ryan Beld	16-JUL-2024
0001562180-24-005751	/s/ Jessica Krasner, as Attorney-in-Fact	16-JUL-2024
0000002488-24-000111	/s/Linda Lam by Power of Attorney for Victor Peng	16-JUL-2024
0001170010-24-000118	Christine Carter, attorney-in-fact	16-JUL-2024
0001437749-24-022813	/s/ Christian Ameri, as Attorney-in-Fact for Michael Alan Smith	16-JUL-2024
0001562180-24-005750	/s/ John Casagrande, as attorney in fact for Mary Lou Burke	16-JUL-2024
0001127602-24-020511	By Elizabeth McCright, P.O.A.	16-JUL-2024
0000950170-24-083918	/s/ Elaine L. Chao, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0002022859-24-000028	By: Mark R. Slicer For: Stephen S. Schwartz	16-JUL-2024
0000950170-24-083917	/s/ Tonya Drake, Attorney-in-Fact	16-JUL-2024
0000950170-24-083915	/s/ Tonya Drake, Attorney-in-Fact	16-JUL-2024
0000950170-24-083914	/s/ Tonya Drake, Attorney-in-Fact	16-JUL-2024
0000950170-24-083913	/s/ David R. King	16-JUL-2024
0001645070-24-000125	/s/ Steven L. Barnett, Attorney-in-Fact for Lou Paglia	16-JUL-2024
0001127602-24-020509	/s/ James Dillon, as Attorney-in-Fact	16-JUL-2024
0000950170-24-083908	/s/ Anne Gates, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0001213900-24-061777	/s/ Timothy Donovan, General  Counsel, as Attorney-in-fact	16-JUL-2024
0001225208-24-007458	/s/ Cindy Kee, Attorney-in-Fact for Gunjan Soni	16-JUL-2024
0000915840-24-000040	/s/ Kristi O. Craword, Attorney-in-Fact	16-JUL-2024
0000109563-24-000045	/s/ Patricia A. Comai, POA for Peter C. Wallace	16-JUL-2024
0001991479-24-000012	JIN KUANG	16-JUL-2024
0000950170-24-083901	/s/ Jon Ayotte, as attorney-in-fact for John Shields	16-JUL-2024
0001225208-24-007457	/s/ Cindy Kee, Attorney-in-Fact for Gunjan Soni	16-JUL-2024
0001140361-24-033292	/s/ Sean Flynn, as Attorney-in-Fact for Joseph Mara	16-JUL-2024
0001415889-24-019583	/s/ Winnie Ling, Attorney-in-fact	16-JUL-2024
0000950170-24-083898	/s/ Ann D. Garnett, by power of attorney	16-JUL-2024
0000950170-24-083895	/s/ Karen M. Hoguet, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0001104659-24-080199	/s/ Ryan Hoffman, Attorney-In-Fact	16-JUL-2024
0001127602-24-020508	/s/ My Chi To, Attorney-in-Fact	16-JUL-2024
0001104659-24-080194	/s/ Ryan Hoffman, Attorney-In-Fact	16-JUL-2024
0001104659-24-080193	/s/ Ryan Hoffman, Attorney-In-Fact	16-JUL-2024
0001127602-24-020505	Linda E. Jolly, Power of Attorney	16-JUL-2024
0001433195-24-000092	/s/ Matthew Mazza as Attorney-in-Fact for Klaus Schauser	16-JUL-2024
0000950170-24-083890	/s/ Clyde R. Moore, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0000950170-24-083885	/s/ Ronald L. Sargent, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0001493152-24-028013	/s/ Anthony Evers	16-JUL-2024
0000950170-24-083882	/s/ Judith Amanda Sourry Knox, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0000950170-24-083878	/s/ Mark S. Sutton, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0001225208-24-007456	Courtney Tippy, Attorney-in-fact	16-JUL-2024
0000950170-24-083875	/s/ Ashok Vemuri, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0000318300-24-000285	/s/ Jason A. Silcott, attorney-in-fact for Mr. Dierker	16-JUL-2024
0000950170-24-083871	/s/ Nora A. Aufreiter, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0001493152-24-028011	/s/ Joel Markovits	16-JUL-2024
0001493152-24-028009	/s/ Alex Blumenfrucht	16-JUL-2024
0000950170-24-083864	/s/ Kevin M. Brown, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0000058492-24-000473	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0000058492-24-000472	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0001683168-24-004886	/s/ Courtney C. Crouch, III, Pursuant to a Power of Attorney	16-JUL-2024
0000058492-24-000471	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0001683168-24-004884	/s/ Courtney C. Crouch, III, Pursuant to a Power of Attorney	16-JUL-2024
0000058492-24-000469	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0001683168-24-004882	/s/ Courtney C. Crouch, III, Pursuant to a Power of Attorney	16-JUL-2024
0000950170-24-083860	/s/ Carin L. Fike, by Stacey M. Heiser, Attorney-in-Fact	16-JUL-2024
0000058492-24-000468	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0000058492-24-000467	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0000058492-24-000466	/s/ Stanley Scott Luton, attorney-in-fact	16-JUL-2024
0001199835-24-000247	/s/ Stanley G. Turel	16-JUL-2024
0001593968-24-000992	/s/Chris Siu, Attorney-in-Fact	16-JUL-2024
0001593968-24-000991	/s/Chris Siu, Attorney-in-Fact	16-JUL-2024
0001398889-24-000178	/s/ David C House, Attorney-in-Fact for Greg B. Hall	16-JUL-2024
0000950170-24-083855	Sharon Houle Randall, Attorney In Fact	16-JUL-2024
0000048287-24-000151	/s/ Steven M. Bradford	16-JUL-2024
0000048287-24-000150	/s/ Steven M. Bradford, By Power or Attorney	16-JUL-2024
0001657070-24-000006	/s/ Donald T. Gardner III, Attorney-in-fact	16-JUL-2024
0001467437-24-000009	/s/ Donald T. Gardner, III, Attorney-in-fact	16-JUL-2024
0001562180-24-005748	/s/ Michael Cohen, as attorney in fact for Troy J. Vanke	16-JUL-2024
0001949060-24-000100	Raj Sharma, Attorney-in-Fact	16-JUL-2024
0001991479-24-000011	JIN KUANG	16-JUL-2024
0001225208-24-007454	Courtney Tippy, Attorney-in-fact	16-JUL-2024
0001225208-24-007453	Courtney Tippy, Attorney-in-fact	16-JUL-2024
0001225208-24-007452	Courtney Tippy, Attorney-in-fact	16-JUL-2024
0001225208-24-007451	Courtney Tippy, Attorney-in-fact	16-JUL-2024
0001225208-24-007450	Courtney Tippy, Attorney-in-fact	16-JUL-2024
0001225208-24-007449	Courtney Tippy, Attorney-in-fact	16-JUL-2024
0001225208-24-007448	Courtney Tippy, Attorney-in-fact	16-JUL-2024
0001649749-24-000157	/s/ Beth W. Sims, as Attorney-in-Fact	16-JUL-2024
0001127602-24-020504	/s/ Michael F. Reilly, as attorney-in-fact for John M. Raines	16-JUL-2024
0001493152-24-027989	/s/ Christopher Rose	16-JUL-2024
0000945621-24-000585	/s/ Robert W. Long	16-JUL-2024
0001127602-24-020501	/s/ Cristina Paradiso, attorney-in-fact for Rick Spann	16-JUL-2024
0000915779-24-000037	Bradley T. Wiemann	16-JUL-2024
0001127602-24-020499	/s/ Cristina Paradiso, attorney-in-fact for Carlos G. Linares	16-JUL-2024
0001127602-24-020497	/s/ Cristina Paradiso, attorney-in-fact for Carlen Hooker	16-JUL-2024
0001127602-24-020495	/s/ Cristina Paradiso, attorney-in-fact for Matthew T. Farrell	16-JUL-2024
0001127602-24-020492	/s/ Cristina Paradiso, attorney-in-fact for Richard A. Dierker	16-JUL-2024
0001562180-24-005740	/s/ Whitney Elliott, Attorney-in-fact for Stuart L Scott	16-JUL-2024
0001127602-24-020489	/s/ Cristina Paradiso, attorney-in-fact for Patrick de Maynadier	16-JUL-2024
0001127602-24-020487	/s/ Cristina Paradiso, attorney-in-fact for Brian D. Buchert	16-JUL-2024
0000950170-24-083824	Jean-Marc Gilson by J Feng POA	16-JUL-2024
0001493152-24-027977	/s/ Yaakov Beyman	16-JUL-2024
0001127602-24-020485	/s/ Cristina Paradiso, attorney-in-fact for Barry A. Bruno	16-JUL-2024
0001493152-24-027975	/s/ Yaakov Beyman	16-JUL-2024
0001127602-24-020483	/s/ Raoul Maitra, attorney-in-fact for Stephanie Bucker	16-JUL-2024
0001628280-24-031948	/s/ Eric Martin, as Attorney-in-Fact	16-JUL-2024
0001628280-24-031947	/s/ Eric Martin, as Attorney-in-Fact	16-JUL-2024
0001770154-24-000012	/s/ Julia E. Callis, as Attorney-in-Fact	16-JUL-2024
