ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001709442-24-000049	2220184	Common Stock, $0.0001 par value				2050900.0				I		By Trust	F1
0001709442-24-000049	2220186	Common Stock, $0.0001 par value				69000.0				I		By Trust	F3
0001709442-24-000048	2220154	Common Stock, $0.0001 par value				232348.0				I		Joint Tenants with Spouse in brokerage account.	
0000908834-24-000179	2220222	Common Stock				1912156.0				I		By Jack W. Schuler Living Trust	F2
0001415889-24-019494	2220200	Common Stock				4315313.0				I		By Spouse	
0001415889-24-019494	2220198	Common Stock				3407847.0				D			
0001415889-24-019494	2220199	Common Stock				1597447.0				I		By Sarina Tanimoto Charitable Remainder UniTrust Dated January 7, 2020	F6
0001415889-24-019493	2220271	Common Stock				1597447.0				I		By Sarina Tanimoto Charitable Remainder UniTrust Dated January 7, 2020	F6
0001415889-24-019493	2220272	Common Stock				3407847.0				I		By Spouse	
0001415889-24-019493	2220270	Common Stock				4315313.0				D			
0001746473-24-000117	2220190	Common Stock				13985.0				I		See footnote	F5
0001746473-24-000117	2220188	Common Stock				3821.0				I		See footnote	F3
0001746473-24-000117	2220189	Common Stock				13985.0				I		See footnote	F4
0001746473-24-000113	2220295	Common Stock				409317.0				I		See footnote	F3
0000950170-24-082989	2220279	Class A Common Stock				63495.0	F1			D			
0000915779-24-000033	2220191	Common Stock				0.0	F1			I		by 401k	
0001742429-24-000007	2220219	Common Shares				1128264.0				I		See Footnote	F3
0001441816-24-000171	2220281	Class A Common Stock				1000.0				I		By spouse	
0001441816-24-000171	2220284	Class A Common Stock				1000.0				I		By child 3	
0001441816-24-000171	2220282	Class A Common Stock				1000.0				I		By child 1	
0001441816-24-000171	2220283	Class A Common Stock				1000.0				I		By child 2	
0001127602-24-020302	2220221	Common Stock				42120.0				D			
0001171843-24-003907	2220267	Common Stock				2700.0	F2			I		Revocable Trust	
0001703056-24-000083	2220280	Common Stock				2332704.5				I		Sweet Yourself LLC	F2
0001127602-24-020301	2220204	Common Stock				18672.0				D			
0001127602-24-020300	2220183	Common Stock				7331.0				D			
0001415889-24-019491	2220262	Common Stock				324518.0				I		By Trust	F19
0001415889-24-019491	2220263	Common Stock				45596.0				I		By Trust	F20
0001415889-24-019491	2220261	Common Stock				28170.0				I		By Trust	F18
0001415889-24-019491	2220260	Common Stock				2706.0				I		By Trust	F17
0001415889-24-019491	2220258	Common Stock				166.0				I		By  Spouse	
0001415889-24-019491	2220259	Common Stock				245909.0				I		By Trust	F16
0000950170-24-082982	2220170	Common Units				20000.0				D			
0001045810-24-000215	2220254	Common Stock				29684280.0				I		The Jen-Hsun Huang 2016 Annuity Trust II Agreement	
0001045810-24-000215	2220253	Common Stock				29684280.0				I		The Lori Lynn Huang 2016 Annuity Trust II Agreement	
0001045810-24-000215	2220252	Common Stock				50078000.0				I		By Irrevocable Remainder Trust	F14
0001045810-24-000215	2220251	Common Stock				22280000.0				I		By Irrevocable Trust	F13
0001045810-24-000215	2220250	Common Stock				49489560.0				I		By Partnership	F12
0001045810-24-000215	2220249	Common Stock				604387280.0				I		By Trust	F11
0001840776-24-000152	2220218	Class A Common Stock				53474.0				D			
0001045810-24-000214	2220210	Common Stock				12920618.0				D			
0001045810-24-000214	2220209	Common Stock				17251950.0				I		By the Envy Trust	F5
0001703056-24-000079	2220255	Common Stock				1464837.0				I		JSCK LLC	F2
0001514416-24-000129	2220197	Class A Common Stock				19547.0				D			
0001703056-24-000077	2220241	Common Stock				3006339.5				I		Bethel Ventures LLC	F2
0000950170-24-082976	2220220	Common Stock				81833.0	F1			D			
0001620459-24-000097	2220256	Common Shares				0.0				D			
0001493152-24-026952	2220194	Common Stock				5013986.0				D		By Atikin Investments LLC	
0001493152-24-026952	2220195	Common Stock				1896959.0	F1			I		By Overcoming the Odds Foundation	
0001493152-24-026952	2220196	Common Stock				800000.0				I			
0001185185-24-000683	2220287	Common Stock				104910.0				I		See Footnote	F2
0000950170-24-082961	2220257	Common Stock				119417.0	F3			D			
0001571123-24-000117	2220285	Common Stock				6299.49				I		KESDP	
0001692172-24-000008	2220153	Common Stock				5847.0				I		Held by Miller Family Partnership, LP	
0001575917-24-000006	2220146	Common Stock				3020.0				I	F2	Held By Wife	
0001437749-24-022569	2220143	Common Stock				3000.0				D			
0001050825-24-000120	2220131	Class A Common Stock				500.0				I		By wife	
0001934737-24-000032	2220133	COMMON				4480122.0				D			
0001628280-24-031679	2220132	$5 Par Common Stock				2644.0				I		401(k) Plan	
0001654954-24-008824	2220129	Common Stock, par value $0.01 per share				271.0				D	F4		
0001654954-24-008824	2220130	Common Stock, par value $0.01 per share				1775.0				I			
0001654954-24-008824	2220128	Common Stock, par value $0.01 per share				11402.0				D	F3	See footnote	F5
0001593968-24-000955	2220136	Common Stock				121951.0				I		Trust	
0001750219-24-000031	2220135	COMMON				2020152.0				D			
0001437749-24-022544	2220149	Common Stock				20208.0				I		Held by The Ryan Schulke 2020 Grantor Retained Annuity Trust	F1
0001437749-24-022544	2220152	Common Stock				103027.0				I		The Schulke Inn Family Foundation Trust in which the Reporting Person serves as a Co-Trustee	F4
0001437749-24-022544	2220151	Common Stock				333334.0				I		RSMC Partners LLC	F3
0001437749-24-022544	2220150	Common Stock				149690.0				I		2022 Ryan Schulke Grantor Retained Annuity Trust	F2
0000943452-24-000135	2220138	Common Stock				18216.0	F1			D			
0001400964-24-000004	2220147	common stock				55500.0	F3			I		By Family Trust	
0001940272-24-000005	2220134	Class A Common Stock				959571.0				I		By: ADAR1 Partners	F3, F2, F1
0000314489-24-000186	2220142	Common Stock				13421.66				I		Employee Stock Purchase Plan	
0000314489-24-000186	2220140	Common Stock				2201.0				I		Spouse/IRA	
0000314489-24-000186	2220141	Common Stock				13004.0				I		401(k) & Profit Sharing Plan	
0000314489-24-000185	2220127	Common Stock				3196.19				I		Employee Stock Purchase Plan	
0000314489-24-000184	2220144	Common Stock				15436.9				I		Employee Stock Purchase Plan	
0000314489-24-000184	2220145	Common Stock				20456.0				I		401(K) & P/S Plan	
0000314489-24-000182	2220148	Common Stock				4898.05				I		Employee Stock Purchase Plan	
0001628280-24-031657	2220137	Common Stock				892.66				I		By son	
0001628280-24-031656	2220139	No Securities Are Beneficially Owned				0.0				D			
0001445546-24-004850	2220111	Common Shares				0.0				D			
0001806637-24-000012	2220083	Common Stock				33651.0				I		by Trust	
0000950170-24-082861	2220041	Common Stock				1154558.0				I		Shiraz Capital LLC	
0000950170-24-082861	2220042	Common Stock				532231.0				I		By Corcaigh LLC	
0000950170-24-082861	2220043	Common Stock				66560.0				I		By Havana 2020 GRAT	
0000950170-24-082861	2220044	Common Stock				151030.0				I		By Farhad F Ebrahimi Roth IRA	
0000950170-24-082859	2220003	Common Stock				3243.0				I		By spouse	F2
0000950170-24-082858	2220067	Common Stock				97310.0				D			
0001437107-24-000148	2220026	Series A Common Stock				145418.0				I		By LLC through grantor retained annuity trust	
0001437107-24-000148	2220025	Series A Common Stock				209700.0				I		By spouse as trustee for children	
0001585521-24-000162	2220084	Class A Common Stock				36060.0				I		Velchamy Family Trust	
0001585521-24-000162	2220087	Class A Common Stock				2000.0				I		By Janani Velchamy	
0001585521-24-000162	2220086	Class A Common Stock				2000.0				I		By Ashwini Velchamy	
0001585521-24-000162	2220085	Class A Common Stock				2000.0				I		By Harshini Velchamy	
0000950170-24-082820	2220079	Class C Common Stock				1329.0				I		See footnote	F12
0000950170-24-082820	2220078	Class C Common Stock				201170.0				I		Held through Silver Lake Group, L.L.C.	F11, F13
0000950170-24-082820	2220077	Class C Common Stock				4661.0				I		Held through Silver Lake Technology Associates IV, L.P.	F10, F13
0000950170-24-082820	2220076	Class C Common Stock				76204.0				I		Held through Silver Lake Technology Associates V, L.P.	F9, F13
0000950170-24-082820	2220075	Class C Common Stock				128808.0				I		Held through SLTA SPV-2, L.P.	F8, F13
0000950170-24-082820	2220080	Class C Common Stock				770369.0				D	F14	See footnote	F15
0000950170-24-082820	2220081	Class C Common Stock				27971.0				I			
0000950170-24-082819	2220074	Class C Common Stock				27971.0				I			
0000950170-24-082819	2220073	Class C Common Stock				770369.0				D	F14	See footnote	F15
0000950170-24-082819	2220072	Class C Common Stock				1329.0				I		See footnote	F12
0000950170-24-082819	2220071	Class C Common Stock				201170.0				I		Held through Silver Lake Group, L.L.C.	F11, F13
0000950170-24-082819	2220070	Class C Common Stock				4661.0				I		Held through Silver Lake Technology Associates IV, L.P.	F10, F13
0000950170-24-082819	2220069	Class C Common Stock				76204.0				I		Held through Silver Lake Technology Associates V, L.P.	F9, F13
0000950170-24-082819	2220068	Class C Common Stock				128808.0				I		Held through SLTA SPV-2, L.P.	F8, F13
0001634117-24-000061	2219988	Common Stock	F1			11006702.0				I		See footnote	F7
0001634117-24-000060	2220126	Common Stock	F1			11006702.0				I		See Footnote	F5
0000950170-24-082815	2220113	Class A Common Stock				2578314.0				I		Verde Investments, Inc.	F4
0000950170-24-082815	2220118	Class B Common Stock				11952000.0				I		ECG II SPE, LLC	F9
0000950170-24-082815	2220117	Class B Common Stock				11834021.0				I		Ernest C. Garcia III Multi-Generational Trust III	F8
0000950170-24-082815	2220116	Class B Common Stock				41442317.0				D		Ernest Irrevocable 2004 Trust III	F7
0000950170-24-082815	2220115	Class A Common Stock				950000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F6
0000950170-24-082815	2220119	Class B Common Stock				8000000.0				I			
0000950170-24-082815	2220114	Class A Common Stock				850000.0				I		Ernest Irrevocable 2004 Trust III	F5
0000921895-24-001551	2220031	Common Stock	F1			1450.0				D			
0000921895-24-001550	2220000	Common Stock	F1			799.0				D			
0000921895-24-001549	2220033	Common Stock	F1			1247096.0				I			
0000921895-24-001549	2220032	Common Stock	F1			1450.0				D		By: 22NW Fund, LP	F2
0001628280-24-031624	2220058	Common Stock				2000.0				I		By Spouse	
0001225208-24-007396	2219989	Common Stock, $.01 Par Value				1216.0				D			
0000950170-24-082800	2220122	Common Stock				1200.0				I		By Contributory IRA	
0000950170-24-082799	2220054	Nonconvertible Preferred Stock				4576.0				D			
0000950170-24-082799	2220053	Common Stock				3303.0				D			
0000929638-24-002464	2220021	Class A Common Stock				1783610.0				I		See footnote	F3
0001209191-24-005948	2220112	Common Stock				2950.0				I		See footnote	F2
0000950170-24-082790	2220107	Class V Common Stock				70100.0	F5			I		By Tempo Management, LLC	
0001415889-24-019475	2219993	Common Shares				173750.0				D	F4		
0001415889-24-019475	2219992	Common Shares				94120.0				I		Trust	F3
0001415889-24-019475	2219991	Common Shares				229151.0				I		IRA Accounts	F2
0000100885-24-000167	2220011	Common Stock				350.0				I		By Deferral Account	
0000100885-24-000167	2220012	Common Stock	F2			2010.0				I		by Managed Account	
0000100885-24-000166	2220039	Common Stock	F2			14635.51				I		By Deferral Account	
0000100885-24-000166	2220040	Common Stock				15601.0				I		by Trust	
0000100885-24-000165	2220037	Common Stock				18004.0				I		by Trust	
0000100885-24-000165	2220036	Common Stock				586.0				I		by Spouse	
0000100885-24-000165	2220035	Common Stock	F2			2359.39				I		By Deferral Account	
0000100885-24-000164	2220051	Common Stock	F2			5736.6				I		By Deferral Account	
0000100885-24-000161	2220101	Common Stock	F2			3739.08				I		By Deferral Account	
0001286139-24-000082	2220030	Common Stock				2807719.0				I		By JMS 2020 Trust	
0001286139-24-000082	2220029	Common Stock				2807719.0				I		By CES 2020 Trust	F3
0001286139-24-000082	2220028	Common Stock				537779.0				I		By Travron Trust	F3
0001286139-24-000082	2220027	Common Stock				294326.0				I		By Escondido Children's Trust	F3
0000897069-24-001493	2220047	Class B common stock, par value $0.01 per share	F4			596158.0				I			
0000897069-24-001493	2220046	Class B common stock, par value $0.01 per share	F4			809409.0				I		See Footnote	F6
0000897069-24-001493	2220045	Class B common stock, par value $0.01 per share	F4			57820586.0				D		By trust	F5
0001596532-24-000267	2219998	Common Stock				323568.0				I		by Trust	F16
0001596532-24-000267	2219997	Common Stock				56556.0				I		By GRAT KD	F15
0001596532-24-000267	2219996	Common Stock				56556.0				I		By GRAT JD	F14
0001628280-24-031622	2220019	Common Stock, $0.0001 par value per share				1596734.0				I		By Operative Capital SPV I, LLC	F5
0001628280-24-031622	2220020	Common Stock, $0.0001 par value per share				689045.0				I		By Operative Capital LP	F5
0001628280-24-031622	2220018	Common Stock, $0.0001 par value per share				69772.0				I		By Pensco Trust Co. LLC Custodian FBO Kelly Rodriques Roth IRA	
0000865752-24-000066	2220059	Common Stock				12306.0	F1			D			
0001437749-24-022498	2220082	Common Stock				724.0	F2			I		By 401(k) Plan	
0000950170-24-082779	2220024	Common Stock, $.01 par value				11952.0				D			
0000950170-24-082778	2220097	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F10
0000950170-24-082778	2220096	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F9
0000950170-24-082778	2220094	Common Stock				1012.0				I		By Kase Gabriel Richison 2022 Irrevocable Trust	F7
0000950170-24-082778	2220093	Common Stock				1012.0				I		By Lane West Richison 2022 Irrevocable Trust	F6
0000950170-24-082778	2220092	Common Stock				1012.0				I		By Rome West Pedersen 2023 Irrevocable Trust	F5
0000950170-24-082778	2220091	Common Stock				1012.0				I		By Faye Penelope Richison 2023 Irrevocable Trust	F4
0000950170-24-082778	2220098	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F11
0000950170-24-082778	2220099	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F12
0000950170-24-082778	2220100	Common Stock				12500.0				I		By Charis Michelle Richison Trust	F13
0000950170-24-082778	2220095	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F8
0001225208-24-007395	2220104	Common Stock				135152.0				I		By Trust	
0001225208-24-007395	2220103	Common Stock				38615.04				I		401(k)	
0001822523-24-000031	2219994	Common Stock				100.0	F1			D			
0001742429-24-000006	2220013	Common Shares				1128264.0				I		See Footnote	F4
0001127602-24-020275	2220105	Common Stock				2083.0				I		by Trust 1	F1
0001127602-24-020275	2220106	Common Stock				2083.0				I		by Trust 2	F2
0001373670-24-000056	2220052	Common Stock				300000.0				I	F1	By Jim and Susan Brickman Grandchildren's Trust	
0001415889-24-019467	2220010	Class A Common Stock				460800.0				I		See footnote	F7
0001415889-24-019467	2220008	Class A Common Stock				1564432.0	F5			D			
0001415889-24-019467	2220009	Class A Common Stock				115200.0				I		See footnote	F6
0001415889-24-019466	2220124	Class A Common Stock				115200.0				I		See footnote	F6
0001415889-24-019466	2220123	Class A Common Stock				386796.0	F5			D			
0001415889-24-019466	2220125	Class A Common Stock				460800.0				I		See footnote	F7
0000950170-24-082768	2220022	Class A Common Stock				4000.0				D			
0000950170-24-082755	2220004	Common Stock				356.4				I		By 401(k) Plan	
0001765814-24-000005	2220048	Common Stock				1110.0				I		Roth IRA	
0001765814-24-000005	2220049	Common Stock				42226.0				I		SEP-IRA	
0000950170-24-082750	2220108	Common Stock				1380241.0				I		By: Lorber Alpha II Limited Partnership	F4
0001225208-24-007392	2220102	Common Stock				3735.01	F2			I		401(k)	
0001628280-24-031603	2220034	Common Stock				626492.0				I		Smith Living Trust	
0001104659-24-078968	2220023	Common Stock, $0.0001 par value				176470.0				I		See Footnote	F3
0001628280-24-031598	2220110	Class A Common Stock				2632766.0				I		By Trust	
0001628280-24-031598	2220109	Class A Common Stock				4595.0				I		By LLC	
0000950170-24-082731	2220050	Common Stock				356.4				I		By 401(k) Plan	
0001628280-24-031586	2220002	Class A Common Stock				1121180.0				I		By Trust	F4
0001628280-24-031586	2220001	Class A Common Stock				1681771.0				I		By Triplet	F3
0001225208-24-007390	2219987	Common Stock				30159.0				D			
0000950170-24-082707	2220038	Common Stock				81570.0	F12			I		By spouse	
0000950170-24-082704	2219995	Common Stock				400000.0				I		See footnote	F14
0001127602-24-020274	2220065	Common Stock				115840.0				I		By LLC ZE	F8
